Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Rice,Winter     ,Kerala,72253,Red/Yellow Soil,low,High,High,Medium,2357.462416,363.9
Sugarcane,Whole Year ,Kerala,1062.502,Alluvial Soil,low,High,Low,Medium,2340.101884,804.5
Wheat,Whole Year ,Kerala,1,Alluvial Soil,low,Low,Low,Medium,2691.970887,407.9
Banana,Whole Year ,Tamil Nadu,90993,Black Soil,high,Average,Medium,Low,2714.570975,484.2
Cotton(lint),Kharif     ,Tamil Nadu,93679,Black Soil,high,High,High,Low,2381.994663,654.6
Cotton(lint),Rabi       ,Tamil Nadu,54532,Black Soil,low,Average,Medium,Medium,2023.843579,437.8
Groundnut,Kharif     ,Tamil Nadu,194719,Black Soil,low,Average,High,Low,2437.805171,464.5
Groundnut,Rabi       ,Tamil Nadu,87769,Black Soil,high,Low,Low,Medium,2687.05774,592.1
Onion,Kharif     ,Tamil Nadu,13602,Black Soil,high,Low,High,High,3041.625054,485.3
Onion,Rabi       ,Tamil Nadu,17597,Black Soil,low,Average,Medium,High,2140.612611,551.1
Potato,Kharif     ,Tamil Nadu,3194,Red/Yellow Soil,high,High,High,Low,2372.028624,338.2
Potato,Rabi       ,Tamil Nadu,1653,Red/Yellow Soil,high,Low,High,Low,2383.178932,556.3
Ragi,Kharif     ,Tamil Nadu,52250,Red/Yellow Soil,high,High,High,Medium,2906.741602,561.9
Ragi,Rabi       ,Tamil Nadu,9112,Alluvial Soil,low,Low,Low,High,2489.51755,537
Rice,Kharif     ,Tamil Nadu,1442841,Alluvial Soil,low,Average,Low,High,2227.802032,694.1
Sugarcane,Whole Year ,Tamil Nadu,218262,Black Soil,low,Low,Low,High,2667.608585,653.8
Banana,Whole Year ,Andhra Pradesh,55130,Black Soil,low,High,High,Medium,2378.608444,617.2
Cotton(lint),Kharif     ,Andhra Pradesh,643942,Black Soil,high,High,High,High,2132.683818,673
Cotton(lint),Rabi       ,Andhra Pradesh,2097,Black Soil,low,Low,Medium,Medium,2232.168008,484.9
Groundnut,Kharif     ,Andhra Pradesh,647930,Alluvial Soil,low,Low,Medium,High,3020.212586,722.9
Groundnut,Rabi       ,Andhra Pradesh,86664,Alluvial Soil,high,High,High,High,2615.262766,627.9
Onion,Kharif     ,Andhra Pradesh,17336,Alluvial Soil,high,Low,High,Low,2532.328017,511
Onion,Rabi       ,Andhra Pradesh,7382,Alluvial Soil,low,High,Low,Low,2425.031879,521.8
Potato,Kharif     ,Andhra Pradesh,457,Alluvial Soil,high,High,Medium,High,2587.644653,710.9
Potato,Rabi       ,Andhra Pradesh,994,Alluvial Soil,high,High,Low,Low,2584.070784,381.9
Ragi,Kharif     ,Andhra Pradesh,26640,Black Soil,high,Average,Medium,High,2587.650648,707.7
Ragi,Rabi       ,Andhra Pradesh,7810,Black Soil,low,High,Low,High,2534.453527,839.9
Rice,Kharif     ,Andhra Pradesh,1476928,Black Soil,high,Average,Medium,Low,2760.639501,388.3
Rice,Rabi       ,Andhra Pradesh,741258,Black Soil,high,High,High,High,2506.931304,477.2
Sugarcane,Whole Year ,Andhra Pradesh,98912,Red/Yellow Soil,low,High,Medium,Low,2206.618349,538.2
Wheat,Kharif     ,Andhra Pradesh,11,Red/Yellow Soil,high,High,Low,Medium,2316.273133,636.8
Wheat,Rabi       ,Andhra Pradesh,38,Red/Yellow Soil,high,Average,High,High,1906.294392,440.8
Banana,Kharif     ,Puducherry,249,Alluvial Soil,high,Average,Medium,Low,3108.045135,527.2
Cotton(lint),Kharif     ,Puducherry,154,Alluvial Soil,low,High,Low,Medium,2758.826378,384.9
Groundnut,Kharif     ,Puducherry,2,Alluvial Soil,low,Average,High,Medium,2250.978851,622.1
Groundnut,Rabi       ,Puducherry,246,Alluvial Soil,low,Average,Medium,Low,2415.446545,726.7
Groundnut,Summer     ,Puducherry,26,Alluvial Soil,low,Low,Low,Low,2308.937058,740.1
Onion,Kharif     ,Puducherry,2,Alluvial Soil,low,High,Low,Low,2962.764163,651.1
Onion,Summer     ,Puducherry,1,Black Soil,low,High,High,High,2074.036851,341.5
Ragi,Kharif     ,Puducherry,19,Black Soil,low,Average,Medium,Low,2534.342818,513.2
Ragi,Rabi       ,Puducherry,3,Black Soil,low,Low,Low,Low,2467.441647,493.4
Ragi,Summer     ,Puducherry,23,Black Soil,low,Low,Medium,Low,2748.051589,506.6
Rice,Kharif     ,Puducherry,4325,Black Soil,low,Low,High,High,2468.797232,744.5
Rice,Rabi       ,Puducherry,8749,Red/Yellow Soil,high,Average,Low,Low,1972.537337,479.2
Rice,Summer     ,Puducherry,4297,Alluvial Soil,low,High,Low,Medium,2424.66465,572.4
Sugarcane,Kharif     ,Puducherry,1445,Alluvial Soil,high,Average,Low,High,2208.351335,450.9
Banana,Whole Year ,Assam,53082,Alluvial Soil,low,High,Low,Low,2523.873864,318.6
Cotton(lint),Kharif     ,Assam,771,Black Soil,low,High,High,Low,2930.253111,845
Onion,Whole Year ,Assam,8338,Black Soil,high,High,High,High,1978.172427,416.5
Potato,Whole Year ,Assam,102868,Black Soil,low,Low,Low,High,2259.933179,703.1
Rice,Autumn     ,Assam,154511,Black Soil,high,Low,High,Low,2334.192114,393.9
Rice,Summer     ,Assam,400402,Black Soil,low,Average,Low,High,2385.510671,429.7
Rice,Winter     ,Assam,1878798,Black Soil,low,Average,Medium,Low,2722.037699,523.8
Sugarcane,Whole Year ,Assam,30559,Red/Yellow Soil,low,Average,Medium,Low,2447.936675,564.4
Wheat,Rabi       ,Assam,17786,Red/Yellow Soil,high,Average,Low,Low,2624.740818,819.1
Banana,Kharif     ,Meghalaya,7264,Alluvial Soil,high,Low,Low,Medium,2312.268087,644.6
Cotton(lint),Kharif     ,Meghalaya,7255,Black Soil,high,High,Medium,High,2568.977304,668.6
Onion,Rabi       ,Meghalaya,551,Red/Yellow Soil,low,High,Medium,Low,2733.339289,685.3
Potato,Summer     ,Meghalaya,12559,Red/Yellow Soil,low,Average,Low,High,2280.310135,344.4
Potato,Winter     ,Meghalaya,6354,Black Soil,low,Low,High,High,2734.407436,384.4
Rice,Autumn     ,Meghalaya,33575,Black Soil,high,Average,Medium,High,2515.711831,485.5
Rice,Rabi       ,Meghalaya,13683,Black Soil,high,Average,High,High,2813.638072,357.2
Rice,Winter     ,Meghalaya,63883,Black Soil,high,High,Low,Medium,2439.57403,597.6
Sugarcane,Whole Year ,Meghalaya,121,Black Soil,low,Average,Medium,High,2614.373397,487.3
Wheat,Rabi       ,Meghalaya,460,Black Soil,low,High,Medium,High,2487.81813,519.5
Banana,Whole Year ,Goa,2428,Alluvial Soil,low,Average,Medium,High,2471.136321,330.9
Groundnut,Kharif     ,Goa,280,Red/Yellow Soil,low,Low,Medium,Medium,2577.679128,446.6
Groundnut,Rabi       ,Goa,1257,Alluvial Soil,high,High,Low,Low,2661.042241,710.4
Rice,Kharif     ,Goa,27219,Alluvial Soil,high,Low,High,High,2125.130526,395.4
Rice,Rabi       ,Goa,11301,Black Soil,low,High,Medium,High,2930.090083,640.5
Sugarcane,Whole Year ,Goa,910,Red/Yellow Soil,low,High,Medium,High,1942.101088,512
Cotton(lint),Kharif     ,Karnataka,521372,Alluvial Soil,high,High,Low,Medium,2294.556367,391.4
Cotton(lint),Rabi       ,Karnataka,25572,Alluvial Soil,low,Average,High,Medium,2471.719279,461.2
Groundnut,Kharif     ,Karnataka,389994,Alluvial Soil,high,Average,High,High,2623.706791,305.5
Groundnut,Rabi       ,Karnataka,3381,Red/Yellow Soil,high,Low,Low,Low,2972.851758,435.3
Groundnut,Summer     ,Karnataka,171476,Alluvial Soil,low,Low,Medium,Low,1942.512554,523.5
Onion,Kharif     ,Karnataka,117973,Alluvial Soil,high,Low,High,High,2347.691761,398
Onion,Rabi       ,Karnataka,21870,Black Soil,low,High,High,Low,1861.949954,571
Onion,Summer     ,Karnataka,5651,Red/Yellow Soil,high,Low,Medium,Medium,2509.486592,451.5
Potato,Kharif     ,Karnataka,23219,Red/Yellow Soil,high,High,Low,High,2581.505075,434.3
Potato,Rabi       ,Karnataka,5557,Black Soil,high,High,Medium,Medium,2977.238723,677.5
Potato,Summer     ,Karnataka,1705,Alluvial Soil,low,High,High,Medium,2536.190428,589.2
Ragi,Kharif     ,Karnataka,727642,Alluvial Soil,low,High,Medium,High,2813.207539,740.4
Ragi,Rabi       ,Karnataka,42291,Black Soil,low,High,High,Low,2675.151124,846.1
Ragi,Summer     ,Karnataka,7902,Black Soil,high,Average,High,Medium,2369.425541,616.3
Rice,Kharif     ,Karnataka,737547,Black Soil,low,Average,Low,Low,2077.311776,505.6
Rice,Rabi       ,Karnataka,30634,Alluvial Soil,high,Average,Low,Medium,2582.500689,536.4
Rice,Summer     ,Karnataka,224744,Alluvial Soil,high,Low,Medium,Low,2052.369395,561.2
Sugarcane,Whole Year ,Karnataka,400000,Alluvial Soil,low,Low,Medium,Low,2888.562122,794.4
Wheat,Rabi       ,Karnataka,193338,Black Soil,high,Average,Low,Medium,2451.381369,421.7
Banana,Whole Year ,Kerala,62108,Black Soil,high,Low,Low,High,2858.553223,588.4
Cotton(lint),Whole Year ,Kerala,84,Red/Yellow Soil,low,High,Medium,Low,2355.93567,1126.7
Groundnut,Whole Year ,Kerala,274,Alluvial Soil,low,Low,High,Low,2580.655236,339.6
Onion,Whole Year ,Kerala,9,Alluvial Soil,high,Low,Medium,High,2562.804657,549.9
Potato,Whole Year ,Kerala,516,Alluvial Soil,low,Average,High,High,2486.486765,383.1
Ragi,Whole Year ,Kerala,86.5,Red/Yellow Soil,high,High,Low,Low,2370.202146,370.4
Rice,Autumn     ,Kerala,58278,Alluvial Soil,high,High,Low,Low,2617.736806,513.6
Rice,Summer     ,Kerala,49693,Alluvial Soil,low,Average,Medium,Low,2222.151021,737.9
Rice,Winter     ,Kerala,81115,Black Soil,low,High,High,Low,2137.169401,590.8
Sugarcane,Whole Year ,Kerala,1047.674,Red/Yellow Soil,high,Low,Low,High,2872.848068,629.6
Wheat,Whole Year ,Kerala,1,Red/Yellow Soil,low,Average,High,Medium,2718.150397,607.3
Banana,Whole Year ,Tamil Nadu,78482,Black Soil,low,Low,High,High,2519.767483,481
Cotton(lint),Kharif     ,Tamil Nadu,138290,Alluvial Soil,high,Low,Low,High,2999.542715,437.1
Cotton(lint),Rabi       ,Tamil Nadu,43341,Alluvial Soil,low,Low,Medium,Medium,2419.670344,423
Groundnut,Kharif     ,Tamil Nadu,188544,Black Soil,high,Low,Low,Medium,2896.810966,557.2
Groundnut,Rabi       ,Tamil Nadu,138808,Black Soil,low,Average,Low,Medium,2552.672225,588.6
Onion,Kharif     ,Tamil Nadu,6293,Black Soil,high,Average,Medium,Low,2192.574775,490.3
Onion,Rabi       ,Tamil Nadu,16518,Alluvial Soil,high,High,High,Low,3054.412058,860.6
Potato,Kharif     ,Tamil Nadu,2358,Black Soil,low,High,Low,Medium,2797.213254,429.2
Potato,Rabi       ,Tamil Nadu,1224,Black Soil,high,Low,Low,Low,2463.693691,598.2
Ragi,Kharif     ,Tamil Nadu,62373,Black Soil,low,Average,Medium,High,2718.151378,626.4
Ragi,Rabi       ,Tamil Nadu,24140,Black Soil,high,High,High,Low,2378.88897,571.1
Rice,Autumn     ,Tamil Nadu,235255,Black Soil,low,Low,Low,Medium,2748.744711,430.9
Rice,Summer     ,Tamil Nadu,276272,Black Soil,high,Average,Low,Medium,1782.67643,403.7
Rice,Winter     ,Tamil Nadu,1317338,Red/Yellow Soil,high,Average,High,Medium,2194.0596,532.2
Sugarcane,Whole Year ,Tamil Nadu,171856,Red/Yellow Soil,low,Low,Low,High,2793.777923,506.3
Banana,Whole Year ,Andhra Pradesh,59098,Black Soil,high,Average,Low,High,2425.103339,871.6
Cotton(lint),Kharif     ,Andhra Pradesh,616870,Black Soil,high,Low,Low,Low,2562.262688,422.3
Cotton(lint),Rabi       ,Andhra Pradesh,3404,Red/Yellow Soil,high,Average,High,High,2095.964301,626.9
Groundnut,Kharif     ,Andhra Pradesh,687139,Alluvial Soil,high,Average,Low,Low,3054.360099,805.3
Groundnut,Rabi       ,Andhra Pradesh,60806,Black Soil,low,Low,Low,Low,2857.158893,478.1
Onion,Kharif     ,Andhra Pradesh,24750,Black Soil,low,High,Medium,Medium,2439.794434,600.9
Onion,Rabi       ,Andhra Pradesh,5021,Alluvial Soil,low,Low,Medium,High,2378.591243,620.2
Potato,Kharif     ,Andhra Pradesh,486,Alluvial Soil,low,Average,Medium,Medium,2808.881308,584.9
Potato,Rabi       ,Andhra Pradesh,970,Alluvial Soil,high,Low,Low,Medium,3094.741135,992
Ragi,Kharif     ,Andhra Pradesh,23993,Alluvial Soil,low,Average,Low,Medium,2786.128077,499.5
Ragi,Rabi       ,Andhra Pradesh,8149,Alluvial Soil,high,High,Medium,Low,3151.5408,565.9
Rice,Kharif     ,Andhra Pradesh,1563887,Alluvial Soil,low,High,High,Low,2223.294601,611.5
Rice,Rabi       ,Andhra Pradesh,644417,Black Soil,high,Average,Medium,High,2254.183951,633.2
Sugarcane,Kharif     ,Andhra Pradesh,101525,Red/Yellow Soil,low,Low,Medium,Low,2143.317665,973.9
Wheat,Rabi       ,Andhra Pradesh,102,Alluvial Soil,low,Low,High,Low,2632.528195,750.4
Banana,Kharif     ,Puducherry,262,Black Soil,low,High,Low,High,2552.681065,710.5
Cotton(lint),Kharif     ,Puducherry,283,Red/Yellow Soil,high,Average,Medium,Medium,2454.414663,828
Groundnut,Kharif     ,Puducherry,3,Black Soil,low,Average,Low,Medium,2742.777588,699.8
Groundnut,Rabi       ,Puducherry,271,Black Soil,low,Low,Low,High,2869.698582,606.9
Groundnut,Summer     ,Puducherry,13,Red/Yellow Soil,high,Average,Medium,High,2042.301277,690.1
Onion,Kharif     ,Puducherry,1,Black Soil,low,Average,High,Medium,2320.908392,769.3
Onion,Summer     ,Puducherry,1,Black Soil,high,Low,High,Medium,2746.043078,476.2
Ragi,Kharif     ,Puducherry,26,Black Soil,high,Low,Medium,Low,2359.678395,708.8
Ragi,Rabi       ,Puducherry,1,Alluvial Soil,high,Low,Medium,High,2260.538177,423.2
Ragi,Summer     ,Puducherry,14,Black Soil,high,Low,Low,High,2805.561228,638.2
Rice,Kharif     ,Puducherry,4298,Black Soil,high,Low,Medium,Low,2113.149979,680.4
Rice,Rabi       ,Puducherry,9048,Black Soil,low,High,High,Medium,2409.526058,536.2
Rice,Summer     ,Puducherry,4515,Black Soil,high,Low,Medium,High,2598.593208,494.8
Sugarcane,Kharif     ,Puducherry,1444,Black Soil,high,Average,Low,High,2327.854026,650.6
Banana,Whole Year ,Assam,51113,Alluvial Soil,high,Average,High,Medium,2734.946697,748
Cotton(lint),Kharif     ,Assam,843,Alluvial Soil,high,Average,High,Medium,2329.336907,470.9
Onion,Whole Year ,Assam,8211,Alluvial Soil,high,Low,Medium,High,2922.585848,743.1
Potato,Whole Year ,Assam,103205,Black Soil,low,Low,High,High,2462.276111,356.2
Rice,Autumn     ,Assam,144766,Red/Yellow Soil,high,Average,Medium,Medium,2701.381041,705.9
Rice,Summer     ,Assam,400873,Alluvial Soil,high,High,Low,Low,2723.807186,794.7
Rice,Winter     ,Assam,1879539,Black Soil,high,Average,High,High,2311.737999,712.6
Sugarcane,Whole Year ,Assam,31199,Red/Yellow Soil,low,Low,High,Medium,1883.954035,720.6
Wheat,Rabi       ,Assam,16945,Alluvial Soil,low,High,Medium,Low,2608.226726,464
Banana,Kharif     ,Meghalaya,7273,Black Soil,low,Average,High,Medium,2521.686504,661.7
Cotton(lint),Kharif     ,Meghalaya,7260,Black Soil,low,Average,High,Medium,2666.747808,503.7
Onion,Rabi       ,Meghalaya,557,Red/Yellow Soil,high,Average,Low,High,2432.041758,571.3
Potato,Summer     ,Meghalaya,12569,Black Soil,high,Low,Low,Low,2370.87169,751.1
Potato,Winter     ,Meghalaya,6360,Black Soil,high,High,Low,Medium,3102.541903,710.5
Rice,Autumn     ,Meghalaya,33494,Red/Yellow Soil,high,Average,High,Medium,2058.293782,752.9
Rice,Rabi       ,Meghalaya,13624,Alluvial Soil,low,Low,Medium,Low,2720.185144,611.9
Rice,Winter     ,Meghalaya,63814,Alluvial Soil,high,Low,Medium,High,2327.619443,409.6
Sugarcane,Whole Year ,Meghalaya,125,Alluvial Soil,high,Low,Low,Low,2399.266415,1222.6
Wheat,Rabi       ,Meghalaya,462,Alluvial Soil,high,Low,Medium,Low,2404.86915,480.3
Banana,Whole Year ,Goa,2411,Black Soil,high,Low,Medium,Low,2258.969718,754.7
Groundnut,Kharif     ,Goa,210,Black Soil,low,Average,High,Low,2671.367263,475.9
Groundnut,Rabi       ,Goa,214,Black Soil,high,Average,Medium,Medium,2917.193079,478.2
Rice,Kharif     ,Goa,25841,Black Soil,low,Average,Low,High,2641.004098,583.1
Rice,Rabi       ,Goa,10543,Red/Yellow Soil,low,Average,Medium,Medium,2531.014599,580.9
Sugarcane,Whole Year ,Goa,888,Alluvial Soil,low,Low,Medium,Medium,2204.06785,869.1
Cotton(lint),Kharif     ,Karnataka,713879,Black Soil,high,High,High,Low,2655.04758,589.7
Cotton(lint),Rabi       ,Karnataka,4507,Black Soil,low,Average,Low,Medium,3146.90489,690.1
Groundnut,Kharif     ,Karnataka,397745,Black Soil,low,Average,Low,Medium,2385.791613,588.6
Groundnut,Rabi       ,Karnataka,2766,Alluvial Soil,low,Average,Medium,Medium,2387.204926,364.4
Groundnut,Summer     ,Karnataka,140610,Black Soil,high,Average,High,Low,2331.673261,405.3
Onion,Kharif     ,Karnataka,193156,Black Soil,low,Low,Medium,Low,2353.17573,441
Onion,Rabi       ,Karnataka,16788,Alluvial Soil,low,High,Low,High,1676.410134,274.7
Onion,Summer     ,Karnataka,3665,Black Soil,high,High,High,Low,2621.510616,424.6
Potato,Kharif     ,Karnataka,21372,Black Soil,high,High,Low,Low,2246.334347,351.7
Potato,Rabi       ,Karnataka,6482,Alluvial Soil,low,High,Medium,High,2016.921064,552
Potato,Summer     ,Karnataka,410,Alluvial Soil,low,Low,Medium,Low,2725.956985,647.7
Ragi,Kharif     ,Karnataka,514756,Black Soil,high,Average,High,Low,2175.394664,594.8
Ragi,Rabi       ,Karnataka,36318,Black Soil,low,Average,High,Low,2398.399284,717.1
Ragi,Summer     ,Karnataka,4276,Red/Yellow Soil,low,Average,Medium,Medium,2939.932717,361.2
Rice,Kharif     ,Karnataka,1037158,Black Soil,low,Average,Low,Low,2077.235261,451.5
Rice,Rabi       ,Karnataka,11442,Red/Yellow Soil,high,Low,Medium,Medium,2040.22053,705.2
Rice,Summer     ,Karnataka,150993,Alluvial Soil,high,High,Low,High,2580.791857,493.6
Sugarcane,Whole Year ,Karnataka,495932,Black Soil,low,High,High,Medium,2844.846209,586.6
Wheat,Rabi       ,Karnataka,157525,Red/Yellow Soil,high,High,High,Medium,2027.697485,382.7
Banana,Whole Year ,Kerala,52898.61,Alluvial Soil,high,Low,High,Medium,2622.306921,510.8
Cotton(lint),Whole Year ,Kerala,59.4,Black Soil,low,High,Medium,Medium,2674.299862,1345.1
Groundnut,Whole Year ,Kerala,187.3,Black Soil,low,Average,Medium,Medium,1882.251855,951.6
Onion,Whole Year ,Kerala,5.21,Red/Yellow Soil,high,Low,Medium,Medium,2739.550401,993.3
Potato,Whole Year ,Kerala,536.9,Alluvial Soil,high,Low,High,Medium,2762.981764,987.6
Ragi,Whole Year ,Kerala,224.7,Alluvial Soil,low,Average,High,Medium,2406.464328,930.2
Rice,Autumn     ,Kerala,60718.46,Alluvial Soil,low,Low,Medium,Medium,2875.703909,1317.5
Rice,Summer     ,Kerala,48858.28,Black Soil,low,Average,Low,Low,2840.936672,875.4
Rice,Winter     ,Kerala,88449.47,Red/Yellow Soil,low,Average,Low,High,2530.935378,987.6
Sugarcane,Whole Year ,Kerala,1011.88,Red/Yellow Soil,low,Low,Low,Low,2364.566383,1077
Wheat,Whole Year ,Kerala,1.4,Black Soil,high,Average,Low,High,2208.151632,1406.9
Banana,Whole Year ,Tamil Nadu,87514,Black Soil,low,High,Low,Low,2488.730947,1333.8
Cotton(lint),Kharif     ,Tamil Nadu,70023,Black Soil,low,Low,Low,Medium,2670.927676,1207.6
Cotton(lint),Rabi       ,Tamil Nadu,64899,Alluvial Soil,low,Low,Medium,Low,2402.746942,1119.3
Groundnut,Kharif     ,Tamil Nadu,196543,Black Soil,low,High,High,Medium,1840.749698,1735.9
Groundnut,Rabi       ,Tamil Nadu,138952,Red/Yellow Soil,low,Low,Low,Low,2880.614168,1236.8
Onion,Kharif     ,Tamil Nadu,12414,Laterile Soil,low,Low,Low,High,2557.066967,1172.1
Onion,Rabi       ,Tamil Nadu,19273,Red/Yellow Soil,low,High,Medium,Medium,2386.112651,1703.6
Potato,Kharif     ,Tamil Nadu,2334,Alluvial Soil,low,Low,Medium,Medium,2757.147517,984.7
Potato,Rabi       ,Tamil Nadu,1198,Red/Yellow Soil,low,Low,High,Low,2957.391579,1213.1
Ragi,Kharif     ,Tamil Nadu,56917,Red/Yellow Soil,high,Average,Medium,High,1659.426529,1084.8
Ragi,Rabi       ,Tamil Nadu,21676,Laterile Soil,low,Low,Medium,Low,2630.279095,1311.2
Rice,Autumn     ,Tamil Nadu,279647,Red/Yellow Soil,high,Low,High,Medium,2072.005237,1718.6
Rice,Summer     ,Tamil Nadu,236904,Black Soil,low,Average,High,Medium,2649.733152,1620.9
Rice,Winter     ,Tamil Nadu,1204714,Black Soil,high,Low,High,Medium,2538.378161,1660.7
Sugarcane,Whole Year ,Tamil Nadu,166415,Black Soil,low,High,Medium,Low,2690.717958,1509.3
Banana,Whole Year ,Andhra Pradesh,97695,Black Soil,high,High,Low,High,2350.225716,1450
Cotton(lint),Kharif     ,Andhra Pradesh,653953,Black Soil,high,Average,Medium,Low,1938.027966,1435
Cotton(lint),Rabi       ,Andhra Pradesh,3474,Black Soil,low,High,Medium,High,2364.889543,1308.9
Groundnut,Kharif     ,Andhra Pradesh,567875,Alluvial Soil,high,Low,Medium,Medium,2622.054291,1424.7
Groundnut,Rabi       ,Andhra Pradesh,93389,Black Soil,low,Low,High,High,2804.617699,1305.5
Onion,Kharif     ,Andhra Pradesh,23864,Black Soil,high,Average,Medium,Low,2148.45061,1266.3
Onion,Rabi       ,Andhra Pradesh,12250,Alluvial Soil,low,Average,High,Low,2808.118128,1418.9
Potato,Kharif     ,Andhra Pradesh,453,Alluvial Soil,high,High,Low,Medium,2305.638313,1240.4
Potato,Rabi       ,Andhra Pradesh,1050,Alluvial Soil,high,High,Low,Medium,2608.734964,982.1
Ragi,Kharif     ,Andhra Pradesh,25660,Alluvial Soil,high,Low,High,High,2347.031814,1027.9
Ragi,Rabi       ,Andhra Pradesh,7893,Black Soil,high,Low,Medium,High,2554.651188,1158
Rice,Kharif     ,Andhra Pradesh,1526425,Black Soil,low,Average,Medium,Medium,2767.56329,1465
Rice,Rabi       ,Andhra Pradesh,829557,Black Soil,high,Low,High,High,2131.895777,927.5
Sugarcane,Kharif     ,Andhra Pradesh,85911,Red/Yellow Soil,high,High,Medium,High,2296.028231,877.8
Wheat,Rabi       ,Andhra Pradesh,37,Alluvial Soil,high,High,High,Low,2555.488776,1088.6
Banana,Kharif     ,Puducherry,273,Black Soil,high,High,Medium,High,3220.475098,895.5
Cotton(lint),Kharif     ,Puducherry,500,Black Soil,high,Average,Low,Medium,2241.043086,1328.3
Groundnut,Kharif     ,Puducherry,1,Black Soil,low,Average,Low,Medium,3112.040166,1223.1
Groundnut,Rabi       ,Puducherry,231,Black Soil,low,Low,Low,Low,3101.326991,1128.8
Groundnut,Summer     ,Puducherry,21,Red/Yellow Soil,low,High,High,Low,2470.806655,1646.9
Onion,Kharif     ,Puducherry,2,Alluvial Soil,high,Low,Medium,High,2410.554242,1539
Onion,Summer     ,Puducherry,1,Black Soil,low,Average,High,Low,2292.38044,1313.2
