Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Groundnut,Kharif     ,1,,2,1,2,0.3313286528406234,0.09041602858601328
Groundnut,Rabi       ,1,,0,1,1,0.4007822199597787,0.14746043899948955
Groundnut,Summer     ,1,,1,2,1,0.3147802903469079,0.02750127616130679
Onion,Kharif     ,1,,1,2,0,0.2984622880844645,0.07838820826952528
Onion,Rabi       ,1,,1,0,1,0.220095630216189,0.04889293006636039
Onion,Summer     ,1,,0,1,1,0.4679591264454499,0.06128764675855028
Potato,Kharif     ,3,,0,1,1,0.3456683878833584,0.07826059213884634
Potato,Rabi       ,0,,2,2,2,0.3876681083459025,0.08282286881061766
Potato,Summer     ,0,,1,0,1,0.3756482063851181,0.0945156967840735
Ragi,Kharif     ,0,,2,1,1,0.2953166968325791,0.07894652884124555
Ragi,Rabi       ,1,,1,1,1,0.28086488863750625,0.08831036242981112
Ragi,Summer     ,1,,0,0,1,0.30000137305178476,0.07022077590607453
Rice,Kharif     ,1,,1,0,2,0.3212794037204625,0.05198762123532415
Rice,Rabi       ,1,,2,0,2,0.4034645233785822,0.038970775906074534
Rice,Summer     ,1,,0,2,2,0.3158081199095022,0.06990173557937723
Sugarcane,Whole Year ,3,,0,0,1,0.5075282023629965,0.07288476263399694
Wheat,Rabi       ,3,,1,0,0,0.45327936425339366,0.06026671771311895
Banana,Whole Year ,0,,0,0,0,0.43677925213675206,0.1267547217968351
Cotton(lint),Whole Year ,0,,0,2,2,0.3667929434389139,0.07004530372639102
Groundnut,Whole Year ,0,,0,2,0,0.49001614404223215,0.08071720265441551
Onion,Whole Year ,1,,0,1,2,0.3593761465560583,0.0715926493108729
Potato,Whole Year ,1,,2,0,1,0.3734594208144796,0.06690275650842266
Ragi,Whole Year ,1,,1,1,0,0.3886355862242332,0.034536115364982134
Rice,Autumn     ,1,,1,1,1,0.4287448245349421,0.03954504849412965
Rice,Summer     ,3,,2,1,0,0.42384927702362984,0.053184022460439004
Rice,Winter     ,3,,2,2,1,0.33998552438411256,0.048111281265952016
Sugarcane,Whole Year ,0,,2,0,1,0.33562138863750623,0.118395865237366
Wheat,Whole Year ,0,,0,0,1,0.4240751349924584,0.055130168453292494
Banana,Whole Year ,1,,1,1,0,0.4297564039718451,0.06730155691679428
Cotton(lint),Kharif     ,1,,2,2,0,0.3461525045248868,0.09448379275140378
Cotton(lint),Rabi       ,1,,1,1,1,0.25611955228758165,0.05989982133741706
Groundnut,Kharif     ,1,,1,2,0,0.36018229537456004,0.06415900969882593
Groundnut,Rabi       ,1,,0,0,1,0.4228400553041729,0.08451378254211332
Onion,Kharif     ,1,,0,2,2,0.5119721101055806,0.06747702909647779
Onion,Rabi       ,1,,1,1,2,0.2854732556561086,0.0779734558448188
Potato,Kharif     ,3,,2,2,0,0.34364721568627443,0.04401161306789178
Potato,Rabi       ,3,,0,2,0,0.34645020915032665,0.07880296069423175
Ragi,Kharif     ,3,,2,2,1,0.47806475666163895,0.07969627360898417
Ragi,Rabi       ,0,,0,0,2,0.3731818878833584,0.07572422154160285
Rice,Kharif     ,0,,1,0,2,0.30739115937657113,0.10078483920367534
Sugarcane,Whole Year ,1,,0,0,2,0.417950876068376,0.09435617662072485
Banana,Whole Year ,1,,2,2,1,0.3453012679738562,0.08851773864216438
Cotton(lint),Kharif     ,1,,2,2,2,0.2834800950226244,0.09741896375701889
Cotton(lint),Rabi       ,1,,0,1,1,0.30848868979386623,0.06741322103113834
Groundnut,Kharif     ,0,,0,1,2,0.5065893881347411,0.10537901990811638
Groundnut,Rabi       ,0,,2,2,2,0.40479204776269473,0.0902246043899949
Onion,Kharif     ,0,,0,2,0,0.38394369457013566,0.07157669729453803
Onion,Rabi       ,0,,2,0,0,0.3569713119658119,0.07329951505870341
Potato,Kharif     ,0,,2,1,2,0.3978493345902463,0.10346477794793262
Potato,Rabi       ,0,,2,0,0,0.39695092609351423,0.05098264420622767
Ragi,Kharif     ,1,,1,1,2,0.39785084162895923,0.10295431342521695
Ragi,Rabi       ,1,,2,0,2,0.384478010809452,0.1240428790199081
Rice,Kharif     ,1,,1,1,0,0.44133723001508296,0.05200357325165901
Rice,Rabi       ,1,,2,2,2,0.37755940271493216,0.06618491577335375
Sugarcane,Whole Year ,3,,2,1,0,0.3020659499748617,0.07591564573762125
Wheat,Kharif     ,3,,2,0,1,0.32963125515334335,0.09164433384379785
Wheat,Rabi       ,3,,1,2,2,0.22656973152337856,0.060378381827462996
Banana,Kharif     ,0,,1,1,0,0.528668963046757,0.07416092394078612
Cotton(lint),Kharif     ,0,,2,0,1,0.44088144243338356,0.051461204696273605
Groundnut,Kharif     ,0,,1,2,1,0.31321740849673196,0.08929938744257275
Groundnut,Rabi       ,0,,1,1,0,0.3545617257415786,0.10598519652884125
Groundnut,Summer     ,0,,0,0,0,0.3277870935143288,0.10812276671771312
Onion,Kharif     ,0,,2,0,0,0.4921478539467068,0.09392547217968351
Onion,Summer     ,1,,2,2,2,0.2687372677224735,0.04453802960694232
Ragi,Kharif     ,1,,1,1,0,0.38445018049270985,0.07192764165390506
Ragi,Rabi       ,1,,0,0,0,0.36763238989441926,0.06876914241960183
Ragi,Summer     ,1,,0,1,0,0.4381728479135244,0.07087480857580399
Rice,Kharif     ,1,,0,2,2,0.3679731603821015,0.10882465543644716
Rice,Rabi       ,3,,1,0,0,0.24322205555555548,0.06650395610005104
Rice,Summer     ,0,,2,0,1,0.35687899698340875,0.08137123532414497
Sugarcane,Kharif     ,0,,1,0,2,0.30250159250879827,0.06198953547728432
Banana,Whole Year ,0,,2,0,0,0.38181846757164406,0.0408850178662583
Cotton(lint),Kharif     ,1,,2,2,0,0.483975141025641,0.12485643185298623
Onion,Whole Year ,1,,2,2,2,0.2446386191553544,0.056502041858090865
Potato,Whole Year ,1,,0,0,2,0.3154683707893413,0.10222052067381317
Rice,Autumn     ,1,,0,2,0,0.33413577526395166,0.05289688616641143
Rice,Summer     ,1,,1,0,2,0.34703636777275004,0.058607708014293006
Rice,Winter     ,1,,1,1,0,0.43163340849673193,0.07361855538540071
Sugarcane,Whole Year ,3,,1,1,0,0.36272917923579684,0.08009507401735579
Wheat,Rabi       ,3,,1,0,0,0.4071746651583711,0.12072485962225626
Banana,Kharif     ,0,,0,0,1,0.3286244562594268,0.09288859111791731
Cotton(lint),Kharif     ,1,,2,1,2,0.3931566877828053,0.09671707503828485
Onion,Rabi       ,3,,2,1,0,0.4344744316239315,0.09938106176620724
Potato,Summer     ,3,,1,0,2,0.32059078305681243,0.045000638080653396
Potato,Winter     ,1,,0,2,2,0.43474294519859213,0.051381444614599286
Rice,Autumn     ,1,,1,1,2,0.3797666744595274,0.06750893312914752
Rice,Rabi       ,1,,1,2,2,0.4546601488185017,0.04704249617151608
Rice,Winter     ,1,,2,0,1,0.3606269557566616,0.08539114344053089
Sugarcane,Whole Year ,1,,1,1,2,0.40456847586726985,0.06779606942317509
Wheat,Rabi       ,1,,2,1,2,0.3727546832579185,0.07293261868300153
Banana,Whole Year ,0,,1,1,2,0.3685611666666666,0.04284711587544665
Groundnut,Kharif     ,3,,0,1,1,0.39534417496229257,0.06130359877488516
Groundnut,Rabi       ,0,,2,0,0,0.4163002114127702,0.1033850178662583
Rice,Kharif     ,0,,0,2,2,0.28158132880844644,0.0531361664114344
Rice,Rabi       ,1,,2,1,2,0.4839341586224233,0.09223455844818786
Sugarcane,Whole Year ,3,,2,1,2,0.23557091201608843,0.07173621745788668
Cotton(lint),Kharif     ,0,,2,0,1,0.32417203795877325,0.05249808575803981
Cotton(lint),Rabi       ,0,,1,2,1,0.368707712166918,0.06363259315977539
Groundnut,Kharif     ,0,,1,2,2,0.4069147287581699,0.03879530372639102
Groundnut,Rabi       ,3,,0,0,0,0.49468369984917027,0.05950102092904544
Groundnut,Summer     ,0,,0,1,0,0.2356743474107591,0.07357069933639612
Onion,Kharif     ,0,,0,2,2,0.33752935168426346,0.053550918836140896
Onion,Rabi       ,1,,2,2,0,0.2154223112116641,0.08114790709545687
Onion,Summer     ,3,,0,1,1,0.37820175766716946,0.06208524757529352
Potato,Kharif     ,3,,2,0,2,0.3963059514831573,0.05934150076569679
Potato,Rabi       ,1,,2,1,1,0.4957865065359476,0.0981368044920878
Potato,Summer     ,0,,2,2,1,0.3849146375062845,0.08405117406840225
Ragi,Kharif     ,0,,2,1,2,0.4545519203117143,0.10817062276671771
Ragi,Rabi       ,1,,2,2,0,0.4198469391654097,0.12503190403266973
Ragi,Summer     ,1,,1,2,1,0.3429928459024635,0.08837417049515058
Rice,Kharif     ,1,,1,0,0,0.26956052689793863,0.07071528841245533
Rice,Rabi       ,0,,1,0,1,0.3965562315233785,0.07562850944359367
Rice,Summer     ,0,,0,1,0,0.2632904462041227,0.07958460949464014
Sugarcane,Whole Year ,0,,0,1,0,0.4734947516339868,0.11678471158754467
Wheat,Rabi       ,1,,1,0,1,0.3635951153846154,0.05733154670750383
Banana,Whole Year ,1,,0,0,2,0.46595103645047753,0.08392355793772333
Cotton(lint),Whole Year ,3,,2,1,0,0.33960172699849156,0.16979326186830015
Groundnut,Whole Year ,0,,0,2,0,0.39609231674208145,0.044234941296579885
Onion,Whole Year ,0,,0,1,2,0.391604991704374,0.0777820316488004
Potato,Whole Year ,0,,1,2,2,0.372420001256913,0.051174068402246045
Ragi,Whole Year ,3,,2,0,0,0.34318807088989434,0.04914816232771822
Rice,Autumn     ,0,,2,0,0,0.40541397838109594,0.07199144971924452
Rice,Summer     ,0,,1,1,0,0.30597059351432876,0.10777182235834609
Rice,Winter     ,1,,2,2,0,0.2846076925590749,0.08430640632976008
Sugarcane,Whole Year ,3,,0,0,2,0.46954451181498225,0.0904957886676876
Wheat,Whole Year ,3,,1,2,1,0.4306562083961789,0.08693848902501275
Banana,Whole Year ,1,,0,2,2,0.3807861948215183,0.06679109239407861
Cotton(lint),Kharif     ,0,,0,0,2,0.5013933421317244,0.059788157223073
Cotton(lint),Rabi       ,0,,0,1,1,0.3556235153343389,0.05753892291985707
Groundnut,Kharif     ,1,,0,0,1,0.47556836752136744,0.07894652884124555
Groundnut,Rabi       ,1,,1,0,1,0.38905787456008034,0.08395546197039307
Onion,Kharif     ,1,,1,1,0,0.298535639768728,0.06827462991322103
Onion,Rabi       ,0,,2,2,0,0.5151865404725992,0.12734494640122512
Potato,Kharif     ,1,,2,0,1,0.45053123529411754,0.05852794793261869
Potato,Rabi       ,1,,0,0,0,0.36669021895424825,0.08548685553854007
Ragi,Kharif     ,1,,1,1,2,0.4306564550025138,0.08998532414497191
Ragi,Rabi       ,1,,2,2,0,0.3453717873303167,0.08116385911179173
Rice,Autumn     ,1,,0,0,1,0.4383470867269984,0.05879913221031138
Rice,Summer     ,1,,1,0,1,0.19549432629462038,0.05446018376722818
Rice,Winter     ,3,,1,2,1,0.29890889894419304,0.07495852475752936
Sugarcane,Whole Year ,3,,0,0,2,0.4496676528406234,0.0708269525267994
Banana,Whole Year ,1,,1,0,2,0.3569892757667168,0.12909966819806024
Cotton(lint),Kharif     ,1,,0,0,0,0.39146875012569116,0.057427258805513026
Cotton(lint),Rabi       ,3,,1,2,2,0.27424944720965305,0.09006508422664625
Groundnut,Kharif     ,0,,1,0,0,0.5151734788838611,0.11852348136804491
Groundnut,Rabi       ,1,,0,0,0,0.46560052614379077,0.06632848392036754
Onion,Kharif     ,1,,2,1,1,0.3606823614881849,0.08591755997958142
Onion,Rabi       ,0,,0,1,2,0.3452969439416791,0.08899629913221031
Potato,Kharif     ,0,,1,1,1,0.45346438109602805,0.08336523736600306
Potato,Rabi       ,0,,0,0,1,0.5253245688788336,0.14830589586523737
Ragi,Kharif     ,0,,1,0,1,0.44774461463046744,0.06974221541602858
Ragi,Rabi       ,0,,2,1,0,0.5396030165912519,0.08033435426237877
Rice,Kharif     ,0,,2,2,0,0.3062580696329814,0.08760847371107708
Rice,Rabi       ,1,,1,1,2,0.3140231148818501,0.09107006125574274
Sugarcane,Kharif     ,3,,0,1,0,0.28615325917546497,0.14541858090862683
Wheat,Rabi       ,0,,0,2,0,0.409132276269482,0.10976582440020419
Banana,Kharif     ,1,,2,0,2,0.3890600967823027,0.10340096988259316
Cotton(lint),Kharif     ,3,,1,1,1,0.364357632730015,0.12214458907605921
Groundnut,Kharif     ,1,,1,0,1,0.43684705580693806,0.10169410413476263
Groundnut,Rabi       ,1,,0,0,2,0.46875278582202107,0.0868746809596733
Groundnut,Summer     ,3,,1,1,2,0.26075949648064345,0.10014675855028075
Onion,Kharif     ,1,,1,2,1,0.3307964786324785,0.11278075548749361
Onion,Summer     ,1,,0,2,1,0.43766794318753144,0.0660253956100051
Ragi,Kharif     ,1,,0,1,0,0.3405425829562594,0.10312978560490045
Ragi,Rabi       ,0,,0,1,2,0.31562045676219197,0.0575708269525268
Ragi,Summer     ,1,,0,0,2,0.45262977073906485,0.09186766207248596
Rice,Kharif     ,1,,0,1,0,0.27856962770236293,0.09859941296579887
Rice,Rabi       ,1,,2,2,1,0.35307341830065353,0.07559660541092394
Rice,Summer     ,1,,0,1,2,0.40060161085972834,0.06899247064828995
Sugarcane,Kharif     ,1,,1,0,2,0.3325424901960784,0.0938457120980092
Banana,Whole Year ,0,,1,2,1,0.43487850603318245,0.10938297600816743
Cotton(lint),Kharif     ,0,,1,2,1,0.33291526068376065,0.06517993874425727
Onion,Whole Year ,0,,0,1,2,0.4820477244846656,0.10860132720775906
Potato,Whole Year ,1,,0,2,2,0.36633386400201107,0.04688297600816743
Rice,Autumn     ,3,,1,1,1,0.42644068401206636,0.10266717713118938
Rice,Summer     ,0,,2,0,0,0.43207822674710905,0.11683256763654926
Rice,Winter     ,1,,1,2,2,0.328491201357466,0.10373596222562532
Sugarcane,Whole Year ,3,,0,2,1,0.2209537543991955,0.1050121235324145
Wheat,Rabi       ,0,,2,1,0,0.4030233097033684,0.06407924961715161
Banana,Kharif     ,1,,1,2,1,0.3812686033182503,0.09561638591117919
Cotton(lint),Kharif     ,1,,1,2,1,0.41773449170437404,0.0704122001020929
Onion,Rabi       ,3,,1,0,2,0.35873347360482644,0.08119576314446145
Potato,Summer     ,1,,0,0,0,0.34335638260432366,0.10987748851454825
Potato,Winter     ,1,,2,0,1,0.527285546254399,0.10340096988259316
Rice,Autumn     ,3,,1,2,1,0.2647797340372047,0.1101646248085758
Rice,Rabi       ,0,,0,1,0,0.4311677083961789,0.08767228177641653
Rice,Winter     ,0,,0,1,2,0.33248352011060833,0.055401352730985204
Sugarcane,Whole Year ,0,,0,0,0,0.35049432252388135,0.1850912455334354
Wheat,Rabi       ,0,,0,1,0,0.3519027526395173,0.06667942827973457
Banana,Whole Year ,1,,0,1,0,0.31522617345399684,0.11045176110260338
Groundnut,Kharif     ,1,,1,2,0,0.41889574233283056,0.06597753956100051
Groundnut,Rabi       ,1,,1,1,1,0.48069207616892906,0.0663444359367024
Rice,Kharif     ,1,,1,0,2,0.4112629708396178,0.0830781010719755
Rice,Rabi       ,3,,1,1,1,0.38361352413273,0.08272715671260847
Sugarcane,Whole Year ,0,,0,1,1,0.3014247988939165,0.12870086778968862
Cotton(lint),Kharif     ,1,,2,2,0,0.4147932579185519,0.08413093415007658
Cotton(lint),Rabi       ,1,,1,0,1,0.5384376294620411,0.10014675855028075
Groundnut,Kharif     ,1,,1,0,1,0.347106991704374,0.08395546197039307
Groundnut,Rabi       ,0,,1,1,1,0.34746227400703866,0.048191041347626334
Groundnut,Summer     ,1,,1,2,0,0.33350257943690287,0.05471541602858601
Onion,Kharif     ,1,,0,1,0,0.3389079260935143,0.06041028586013272
Onion,Rabi       ,0,,2,0,2,0.16878082805429862,0.03388208269525268
Onion,Summer     ,1,,2,2,0,0.4063626485671191,0.057794155181214904
Potato,Kharif     ,1,,2,0,0,0.31204986098541976,0.04616513527309851
Potato,Rabi       ,0,,2,1,2,0.25437935243841114,0.07811702399183257
Potato,Summer     ,0,,0,1,0,0.43261864881850165,0.09338310362429812
Ragi,Kharif     ,1,,1,2,0,0.2942168587229763,0.08494448698315467
Ragi,Rabi       ,1,,1,2,0,0.3502763408748114,0.10445380296069423
Ragi,Summer     ,3,,1,1,1,0.48640842559074904,0.04768057682491067
Rice,Kharif     ,1,,1,0,0,0.26954129235796875,0.06208524757529352
Rice,Rabi       ,3,,0,1,1,0.26023643288084464,0.10255551301684533
Rice,Summer     ,0,,2,0,2,0.3961266608848667,0.06880104645227157
Sugarcane,Whole Year ,1,,2,2,1,0.46250533157365503,0.08363642164369577
Wheat,Rabi       ,3,,2,2,1,0.2570883572146807,0.05111026033690658
Banana,Whole Year ,0,,0,2,1,0.4065628257918551,0.0715447932618683
Cotton(lint),Whole Year ,1,,2,1,1,0.4196329467068878,0.2046324655436447
Groundnut,Whole Year ,1,,1,1,1,0.2205258559577677,0.14186128126595202
Onion,Whole Year ,3,,0,1,1,0.43603579713423823,0.1485132720775906
Potato,Whole Year ,0,,0,2,1,0.4419260341880341,0.14760400714650332
Ragi,Whole Year ,0,,1,2,1,0.3523037526395173,0.13844754977029097
Rice,Autumn     ,0,,0,1,1,0.470262420563097,0.20022970903522205
Rice,Summer     ,1,,1,0,0,0.4615225419808948,0.12970584481878508
Rice,Winter     ,3,,1,0,2,0.38359360935143283,0.14760400714650332
Sugarcane,Whole Year ,3,,0,0,0,0.3417713381096027,0.1618651097498724
Wheat,Whole Year ,1,,1,0,2,0.3024513906485671,0.21449081163859113
Banana,Whole Year ,1,,2,0,0,0.37298414957264947,0.202829887697805
Cotton(lint),Kharif     ,1,,0,0,1,0.41878523780794363,0.1826984430832057
Cotton(lint),Rabi       ,0,,0,1,0,0.35136926646556055,0.16861281265952016
Groundnut,Kharif     ,1,,2,2,1,0.2100929356460533,0.2669729453802961
Groundnut,Rabi       ,3,,0,0,0,0.4714967742584213,0.1873564318529862
Onion,Kharif     ,2,,0,0,2,0.39016263624937153,0.17703547728432872
Onion,Rabi       ,3,,2,1,1,0.3471876950729009,0.26182044410413474
Potato,Kharif     ,0,,0,1,1,0.4404594059829059,0.14714139867279225
Potato,Rabi       ,3,,0,2,0,0.4907972797888386,0.18357580398162326
Ragi,Kharif     ,3,,1,1,2,0.16451144519859223,0.1631093670239918
Ragi,Rabi       ,2,,0,1,0,0.40856689165409743,0.1992247320061256
Rice,Autumn     ,3,,0,2,1,0.26822655530417283,0.26421324655436446
Rice,Summer     ,1,,1,2,1,0.4134573031674207,0.24862812659520162
Rice,Winter     ,1,,0,2,1,0.3854645955253896,0.2549770290964778
Sugarcane,Whole Year ,1,,2,1,0,0.42376017043740577,0.2308256763654926
Banana,Whole Year ,1,,2,0,2,0.33816634389140265,0.2213661306789178
Cotton(lint),Kharif     ,1,,1,1,0,0.234547,0.2189733282286881
Cotton(lint),Rabi       ,1,,2,1,2,0.3418525749120159,0.1988578356304237
Groundnut,Kharif     ,0,,0,1,1,0.40649931900452485,0.21733027054619705
Groundnut,Rabi       ,1,,0,2,2,0.4523925839617897,0.19831546707503828
Onion,Kharif     ,1,,1,1,0,0.28744359225741567,0.1920622766717713
Onion,Rabi       ,0,,1,2,0,0.45327253092006026,0.2164050535987749
Potato,Kharif     ,0,,2,0,1,0.32695784640522874,0.18793070444104135
Potato,Rabi       ,0,,2,0,1,0.4031510718954249,0.14672664624808576
Ragi,Kharif     ,0,,0,2,2,0.3373634524886877,0.1540326697294538
Ragi,Rabi       ,1,,0,1,2,0.3895553514328808,0.1747862429811128
Rice,Kharif     ,1,,1,1,1,0.4430777501256913,0.22375893312914752
Rice,Rabi       ,1,,0,2,2,0.28328199522373054,0.13801684532924963
Sugarcane,Kharif     ,3,,2,1,2,0.32454203896430356,0.13008869321082184
Wheat,Rabi       ,0,,2,2,0,0.3897659064856712,0.1637155436447167
Banana,Kharif     ,1,,2,1,2,0.5569318999497234,0.1329122001020929
Cotton(lint),Kharif     ,1,,1,0,1,0.3107197300150829,0.20195252679938744
Groundnut,Kharif     ,1,,1,0,1,0.5296732443438914,0.18517100561510974
Groundnut,Rabi       ,1,,0,0,0,0.5269801385118149,0.1701282542113323
Groundnut,Summer     ,3,,2,2,0,0.36847829436902957,0.2527756508422665
Onion,Kharif     ,0,,0,1,2,0.3533318858722976,0.23556342521694743
Onion,Summer     ,1,,1,2,0,0.32362504776269474,0.19954377233282286
Ragi,Kharif     ,3,,0,0,2,0.37067351458019093,0.2706100051046452
Ragi,Rabi       ,0,,1,1,0,0.2697295550527904,0.199176875957121
Ragi,Summer     ,0,,2,0,0,0.370067444695827,0.25875765696784075
Rice,Kharif     ,1,,1,1,2,0.48870389190548,0.1876276161306789
Rice,Rabi       ,3,,1,1,2,0.3297321470588235,0.19164752424706483
Rice,Summer     ,1,,1,0,0,0.35766282277526396,0.2174897907095457
Sugarcane,Kharif     ,3,,1,1,2,0.24752585671191552,0.2640537263910158
Banana,Whole Year ,0,,2,2,2,0.40402680392156853,0.2962129913221031
Cotton(lint),Kharif     ,0,,1,1,2,0.39576282176973343,0.23597817764165388
Onion,Whole Year ,1,,2,1,0,0.38062109301156355,0.2808192955589586
Potato,Whole Year ,3,,1,0,1,0.35946502890899945,0.24087544665645738
Rice,Autumn     ,3,,2,1,0,0.35373871895424824,0.2517228177641654
Rice,Summer     ,1,,0,0,2,0.41366768979386626,0.16794282797345583
Rice,Winter     ,1,,1,0,2,0.3736437958773252,0.23181470137825422
Sugarcane,Whole Year ,1,,1,1,1,0.3995705281548516,0.21235324144971923
Wheat,Rabi       ,1,,0,1,1,0.39202987556561086,0.206131955079122
Banana,Kharif     ,1,,2,2,1,0.4605400165912519,0.2060681470137825
Cotton(lint),Kharif     ,1,,2,1,0,0.4268723552036199,0.18474030117406842
Onion,Rabi       ,0,,2,1,0,0.39036162719959777,0.2087640377743747
Potato,Summer     ,1,,1,2,1,0.4903284587732528,0.23867406840224603
Potato,Winter     ,1,,2,1,0,0.4075114527400703,0.176413348647269
Rice,Autumn     ,0,,2,2,1,0.4742304693313223,0.16993683001531393
Rice,Rabi       ,0,,0,1,0,0.421589437657114,0.16274247064828995
Rice,Winter     ,0,,1,2,0,0.23690906887883356,0.1934660541092394
Sugarcane,Whole Year ,0,,0,0,0,0.47422082176973346,0.12442572741194485
Wheat,Rabi       ,1,,1,1,1,0.3860112800402212,0.14243555385400716
Banana,Whole Year ,1,,0,1,0,0.3718988358471593,0.11386549259826442
Groundnut,Kharif     ,1,,0,2,0,0.39703481749622926,0.15821209800918834
Groundnut,Rabi       ,3,,0,2,2,0.3498001636500754,0.178184022460439
Rice,Kharif     ,0,,2,0,0,0.39293832528909,0.18866449719244513
Rice,Rabi       ,1,,0,0,0,0.3311807893413775,0.20879594180704442
Sugarcane,Whole Year ,1,,1,0,2,0.47191595726495716,0.15293198060234814
Cotton(lint),Kharif     ,1,,1,0,0,0.36725077073906476,0.17430768249106687
Cotton(lint),Rabi       ,1,,0,1,2,0.3469645165912518,0.17304747320061253
Groundnut,Kharif     ,3,,0,1,1,0.3060639152840623,0.21705908626850434
Groundnut,Rabi       ,0,,1,1,1,0.39608666088486666,0.17982708014293006
Groundnut,Summer     ,1,,0,0,1,0.38992763448969325,0.1445252679938744
